ds,total_bookings,cancellations,revenue,avg_adr,avg_lead_time,avg_stay,avg_special_req,missing_rate,fulfilled_bookings,occupancy_rate,cancellation_rate,revpar,day_of_week,month,year,is_weekend
2023-07-20,32,8,20258.57,140.83,71.44,6.03,0.94,0.0,24,0.2,0.25,28.17,3,7,2023,0
2023-07-21,38,5,31157.13,144.52,65.71,6.26,0.82,0.0,33,0.275,0.1316,39.74,4,7,2023,0
2023-07-22,38,8,27673.29,150.77,65.84,6.42,0.84,0.0,30,0.25,0.2105,37.69,5,7,2023,1
2023-07-23,36,9,29559.77,145.12,48.67,7.61,0.83,0.0,27,0.225,0.25,32.65,6,7,2023,1
2023-07-24,36,16,17841.9,187.38,102.33,5.81,0.56,0.0,20,0.1667,0.4444,31.24,0,7,2023,0
2023-07-25,28,8,24911.05,170.49,49.43,6.86,0.71,0.0,20,0.1667,0.2857,28.42,1,7,2023,0
2023-07-26,35,6,26232.7,142.42,70.37,6.37,0.91,0.0,29,0.2417,0.1714,34.42,2,7,2023,0
2023-07-27,35,9,23954.0,147.52,63.34,6.06,0.94,0.0,26,0.2167,0.2571,31.97,3,7,2023,0
2023-07-28,27,7,17213.71,128.03,77.96,6.81,1.07,0.0,20,0.1667,0.2593,21.34,4,7,2023,0
2023-07-29,28,8,22330.89,168.05,82.39,6.89,0.82,0.0,20,0.1667,0.2857,28.01,5,7,2023,1
2023-07-30,32,11,18970.35,156.48,59.75,6.34,0.94,0.0,21,0.175,0.3438,27.38,6,7,2023,1
2023-07-31,40,9,33882.92,154.85,60.18,6.98,0.92,0.0,31,0.2583,0.225,40.0,0,7,2023,0
2023-08-01,47,17,50509.369999999995,224.58,69.83,6.11,0.53,0.0,30,0.25,0.3617,56.14,1,8,2023,0
2023-08-02,39,7,25630.84,148.92,64.54,5.31,0.85,0.0,32,0.2667,0.1795,39.72,2,8,2023,0
2023-08-03,49,8,46579.64,156.07,81.92,6.94,1.02,0.0,41,0.3417,0.1633,53.33,3,8,2023,0
2023-08-04,43,13,28040.81,150.79,86.95,6.51,0.63,0.0,30,0.25,0.3023,37.7,4,8,2023,0
2023-08-05,41,11,28421.87,143.13,82.39,6.51,0.68,0.0,30,0.25,0.2683,35.78,5,8,2023,1
2023-08-06,46,11,31732.41,178.39,61.83,6.17,0.87,0.0,35,0.2917,0.2391,52.04,6,8,2023,1
2023-08-07,31,5,37837.94,187.54,55.52,6.77,0.65,0.0,26,0.2167,0.1613,40.64,0,8,2023,0
2023-08-08,53,12,38310.81,154.17,94.0,6.36,0.98,0.0,41,0.3417,0.2264,52.68,1,8,2023,0
2023-08-09,40,10,31352.15,156.2,80.42,6.45,0.68,0.0,30,0.25,0.25,39.05,2,8,2023,0
2023-08-10,35,6,35589.44,179.53,61.71,6.74,0.77,0.0,29,0.2417,0.1714,43.39,3,8,2023,0
2023-08-11,49,15,31679.6,142.87,85.06,6.41,0.73,0.0,34,0.2833,0.3061,40.48,4,8,2023,0
2023-08-12,42,11,29018.37,146.06,72.26,6.4,1.0,0.0,31,0.2583,0.2619,37.73,5,8,2023,1
2023-08-13,46,8,46305.28,161.32,68.2,6.91,0.67,0.0,38,0.3167,0.1739,51.09,6,8,2023,1
2023-08-14,51,8,34443.58,146.55,68.57,5.86,0.73,0.0,43,0.3583,0.1569,52.51,0,8,2023,0
2023-08-15,44,10,39920.84,195.12,58.02,6.75,1.16,0.0,34,0.2833,0.2273,55.28,1,8,2023,0
2023-08-16,34,11,22095.760000000002,162.61,60.41,6.41,0.41,0.0,23,0.1917,0.3235,31.17,2,8,2023,0
2023-08-17,47,13,33774.69,167.87,94.17,6.13,1.06,0.0,34,0.2833,0.2766,47.56,3,8,2023,0
2023-08-18,45,16,31568.83,155.2,81.84,6.8,1.0,0.0,29,0.2417,0.3556,37.51,4,8,2023,0
2023-08-19,53,13,37917.88,167.98,72.66,6.04,0.74,0.0,40,0.3333,0.2453,55.99,5,8,2023,1
2023-08-20,49,12,35749.16,162.98,60.24,5.94,0.65,0.0,37,0.3083,0.2449,50.25,6,8,2023,1
2023-08-21,50,13,36380.26,153.27,100.9,6.44,0.88,0.0,37,0.3083,0.26,47.25,0,8,2023,0
2023-08-22,32,6,26254.77,159.55,73.41,6.12,0.78,0.0,26,0.2167,0.1875,34.57,1,8,2023,0
2023-08-23,51,13,50005.13,186.41,82.49,6.16,0.63,0.0,38,0.3167,0.2549,59.04,2,8,2023,0
2023-08-24,48,14,35121.07,143.73,81.35,7.15,0.67,0.0,34,0.2833,0.2917,40.72,3,8,2023,0
2023-08-25,53,16,36565.93,158.8,55.28,6.72,0.91,0.0,37,0.3083,0.3019,48.96,4,8,2023,0
2023-08-26,38,11,29756.85,170.53,112.29,6.55,1.0,0.0,27,0.225,0.2895,38.37,5,8,2023,1
2023-08-27,55,15,46377.3,160.42,74.65,7.24,1.05,0.0,40,0.3333,0.2727,53.47,6,8,2023,1
2023-08-28,45,15,27793.91,150.51,87.51,5.67,0.56,0.0,30,0.25,0.3333,37.63,0,8,2023,0
2023-08-29,49,11,39063.35,140.21,85.76,7.0,0.57,0.0,38,0.3167,0.2245,44.4,1,8,2023,0
2023-08-30,39,6,31364.62,152.5,51.64,6.56,0.95,0.0,33,0.275,0.1538,41.94,2,8,2023,0
2023-08-31,48,12,65925.43000000001,209.62,70.96,6.6,0.79,0.0,36,0.3,0.25,62.89,3,8,2023,0
2023-09-01,49,8,40986.23,150.22,78.82,6.27,0.59,0.0,41,0.3417,0.1633,51.33,4,9,2023,0
2023-09-02,33,6,31372.15,162.99,105.36,6.76,0.27,0.0,27,0.225,0.1818,36.67,5,9,2023,1
2023-09-03,39,8,28342.760000000002,159.1,83.36,6.28,0.87,0.0,31,0.2583,0.2051,41.1,6,9,2023,1
2023-09-04,47,9,44897.53,163.47,85.66,6.64,0.74,0.0,38,0.3167,0.1915,51.77,0,9,2023,0
2023-09-05,43,7,34436.71,153.13,41.19,6.28,0.77,0.0,36,0.3,0.1628,45.94,1,9,2023,0
2023-09-06,47,7,44509.57,162.9,55.57,6.96,1.09,0.0,40,0.3333,0.1489,54.29,2,9,2023,0
2023-09-07,43,12,34887.36,165.92,78.33,7.12,0.67,0.0,31,0.2583,0.2791,42.86,3,9,2023,0
2023-09-08,44,6,39373.3,147.51,51.55,6.89,0.86,0.0,38,0.3167,0.1364,46.72,4,9,2023,0
2023-09-09,49,13,38769.8,152.8,75.08,6.71,0.76,0.0,36,0.3,0.2653,45.84,5,9,2023,1
2023-09-10,46,13,35768.46,160.74,72.93,6.76,1.04,0.0,33,0.275,0.2826,44.2,6,9,2023,1
2023-09-11,65,15,51546.25,158.65,93.57,6.32,0.92,0.0,50,0.4167,0.2308,66.11,0,9,2023,0
2023-09-12,58,20,36288.21,145.37,80.05,6.43,0.83,0.0,38,0.3167,0.3448,46.04,1,9,2023,0
2023-09-13,49,15,28362.67,142.69,101.88,6.06,0.82,0.0,34,0.2833,0.3061,40.42,2,9,2023,0
2023-09-14,53,14,43197.81,162.98,70.28,6.85,0.66,0.0,39,0.325,0.2642,52.97,3,9,2023,0
2023-09-15,51,16,28806.02,153.29,77.61,6.18,0.98,0.0,35,0.2917,0.3137,44.71,4,9,2023,0
2023-09-16,52,11,39800.8,158.53,77.48,5.98,0.79,0.0,41,0.3417,0.2115,54.17,5,9,2023,1
2023-09-17,53,12,57790.729999999996,185.17,63.91,6.81,0.83,0.0,41,0.3417,0.2264,63.27,6,9,2023,1
2023-09-18,48,9,38479.57,155.86,57.67,6.04,1.25,0.0,39,0.325,0.1875,50.65,0,9,2023,0
2023-09-19,52,9,43898.85,153.3,78.19,6.54,0.81,0.0,43,0.3583,0.1731,54.93,1,9,2023,0
2023-09-20,59,14,43201.48,153.86,75.46,6.58,0.69,0.0,45,0.375,0.2373,57.7,2,9,2023,0
2023-09-21,45,15,34456.85,156.8,115.96,6.47,0.71,0.0,30,0.25,0.3333,39.2,3,9,2023,0
2023-09-22,48,11,38043.54,170.31,79.88,6.06,0.65,0.0,37,0.3083,0.2292,52.51,4,9,2023,0
2023-09-23,61,12,51741.67,162.18,59.69,6.89,0.92,0.0,49,0.4083,0.1967,66.22,5,9,2023,1
2023-09-24,53,6,48431.66,158.3,61.62,6.0,0.91,0.0,47,0.3917,0.1132,62.01,6,9,2023,1
2023-09-25,52,9,46667.92,155.71,67.44,6.81,0.92,0.0,43,0.3583,0.1731,55.79,0,9,2023,0
2023-09-26,44,14,24791.77,138.04,61.66,6.14,0.86,0.0,30,0.25,0.3182,34.51,1,9,2023,0
2023-09-27,58,15,40839.2,181.86,89.98,5.76,0.91,0.0,43,0.3583,0.2586,65.16,2,9,2023,0
2023-09-28,41,14,26508.73,156.5,74.34,6.76,0.88,0.0,27,0.225,0.3415,35.21,3,9,2023,0
2023-09-29,48,12,32063.51,150.66,80.92,6.71,0.85,0.0,36,0.3,0.25,45.2,4,9,2023,0
2023-09-30,52,9,41731.64,158.56,84.85,6.21,0.69,0.0,43,0.3583,0.1731,56.81,5,9,2023,1
2023-10-01,43,8,31455.17,143.94,68.26,6.42,1.07,0.0,35,0.2917,0.186,41.99,6,10,2023,1
2023-10-02,41,9,31338.03,149.25,84.9,6.78,0.8,0.0,32,0.2667,0.2195,39.8,0,10,2023,0
2023-10-03,43,10,35878.89,154.63,71.28,6.56,0.79,0.0,33,0.275,0.2326,42.52,1,10,2023,0
2023-10-04,40,13,27809.370000000003,150.67,97.0,6.88,0.98,0.0,27,0.225,0.325,33.9,2,10,2023,0
2023-10-05,46,13,29509.12,156.64,87.33,5.98,0.72,0.0,33,0.275,0.2826,43.08,3,10,2023,0
2023-10-06,35,9,20905.59,150.34,52.91,6.11,1.29,0.0,26,0.2167,0.2571,32.58,4,10,2023,0
2023-10-07,47,8,42714.07,152.23,54.51,6.98,0.98,0.0,39,0.325,0.1702,49.47,5,10,2023,1
2023-10-08,35,10,28946.07,165.34,62.34,6.91,0.83,0.0,25,0.2083,0.2857,34.44,6,10,2023,1
2023-10-09,56,16,55056.57,180.6,69.46,6.75,0.68,0.0,40,0.3333,0.2857,60.19,0,10,2023,0
2023-10-10,46,8,40540.85,139.87,65.65,6.89,0.63,0.0,38,0.3167,0.1739,44.3,1,10,2023,0
2023-10-11,55,14,45895.72,155.8,85.89,7.11,1.04,0.0,41,0.3417,0.2545,53.24,2,10,2023,0
2023-10-12,56,8,38537.47,136.85,112.39,6.18,1.09,0.0,48,0.4,0.1429,54.74,3,10,2023,0
2023-10-13,46,11,36878.85,147.65,89.22,6.89,0.8,0.0,35,0.2917,0.2391,43.07,4,10,2023,0
2023-10-14,46,15,40201.24,162.57,114.39,7.76,0.78,0.0,31,0.2583,0.3261,41.99,5,10,2023,1
2023-10-15,46,10,32249.0,149.24,82.09,6.37,1.3,0.0,36,0.3,0.2174,44.77,6,10,2023,1
2023-10-16,49,13,35467.21,155.98,108.16,6.47,1.02,0.0,36,0.3,0.2653,46.79,0,10,2023,0
2023-10-17,44,7,32750.670000000002,145.56,91.32,5.77,0.95,0.0,37,0.3083,0.1591,44.88,1,10,2023,0
2023-10-18,39,10,34407.11,159.57,82.1,7.18,0.74,0.0,29,0.2417,0.2564,38.57,2,10,2023,0
2023-10-19,48,11,36105.57,144.09,67.4,6.94,1.15,0.0,37,0.3083,0.2292,44.42,3,10,2023,0
2023-10-20,33,3,23991.42,153.2,77.24,5.52,1.36,0.0,30,0.25,0.0909,38.3,4,10,2023,0
2023-10-21,46,9,38864.159999999996,160.88,73.52,6.48,0.8,0.0,37,0.3083,0.1957,49.6,5,10,2023,1
2023-10-22,50,10,38145.99,155.97,79.44,6.1,0.88,0.0,40,0.3333,0.2,51.98,6,10,2023,1
2023-10-23,42,7,31996.77,152.33,91.69,6.14,0.81,0.0,35,0.2917,0.1667,44.43,0,10,2023,0
2023-10-24,38,12,29631.83,215.44,82.05,6.66,1.08,0.0,26,0.2167,0.3158,46.69,1,10,2023,0
2023-10-25,44,7,39040.88,154.61,78.32,6.89,0.98,0.0,37,0.3083,0.1591,47.67,2,10,2023,0
2023-10-26,52,16,30047.09,141.04,59.17,6.12,1.04,0.0,36,0.3,0.3077,42.31,3,10,2023,0
2023-10-27,33,7,21718.96,142.16,79.67,5.97,0.67,0.0,26,0.2167,0.2121,30.81,4,10,2023,0
2023-10-28,44,9,35251.46,157.6,87.14,6.55,0.77,0.0,35,0.2917,0.2045,45.97,5,10,2023,1
2023-10-29,35,7,26910.9,160.85,116.03,6.31,0.89,0.0,28,0.2333,0.2,37.53,6,10,2023,1
2023-10-30,48,11,31904.48,145.26,78.06,6.23,0.83,0.0,37,0.3083,0.2292,44.78,0,10,2023,0
2023-10-31,30,6,18383.84,155.12,77.2,4.67,0.93,0.0,24,0.2,0.2,31.02,1,10,2023,0
2023-11-01,44,8,36131.95,161.34,61.43,6.5,0.98,0.0,36,0.3,0.1818,48.4,2,11,2023,0
2023-11-02,48,12,43857.97,171.38,74.96,6.94,0.79,0.0,36,0.3,0.25,51.41,3,11,2023,0
2023-11-03,50,15,30727.57,154.68,65.92,5.68,0.96,0.0,35,0.2917,0.3,45.12,4,11,2023,0
2023-11-04,41,8,40319.33,168.33,51.76,7.02,0.93,0.0,33,0.275,0.1951,46.29,5,11,2023,1
2023-11-05,41,10,35593.88,153.82,84.02,6.44,0.59,0.0,31,0.2583,0.2439,39.73,6,11,2023,1
2023-11-06,57,11,53339.4,168.73,91.54,6.32,0.77,0.0,46,0.3833,0.193,64.67,0,11,2023,0
2023-11-07,41,11,26097.71,155.57,97.71,5.56,1.07,0.0,30,0.25,0.2683,38.89,1,11,2023,0
2023-11-08,33,8,21965.06,137.94,85.12,6.15,0.85,0.0,25,0.2083,0.2424,28.73,2,11,2023,0
2023-11-09,44,8,33446.61,151.08,96.66,5.61,0.93,0.0,36,0.3,0.1818,45.32,3,11,2023,0
2023-11-10,34,12,22084.71,149.95,78.79,6.79,0.56,0.0,22,0.1833,0.3529,27.49,4,11,2023,0
2023-11-11,36,9,31622.32,160.46,114.75,7.11,1.14,0.0,27,0.225,0.25,36.1,5,11,2023,1
2023-11-12,48,17,39509.76,157.7,51.56,6.96,1.19,0.0,31,0.2583,0.3542,40.73,6,11,2023,1
2023-11-13,49,11,43630.18,152.25,64.12,7.67,0.8,0.0,38,0.3167,0.2245,48.22,0,11,2023,0
2023-11-14,44,11,34881.99,175.98,73.86,7.18,0.84,0.0,33,0.275,0.25,48.39,1,11,2023,0
2023-11-15,33,8,25649.149999999998,169.93,64.94,6.36,0.79,0.0,25,0.2083,0.2424,35.4,2,11,2023,0
2023-11-16,39,8,33628.04,156.85,83.49,6.62,0.85,0.0,31,0.2583,0.2051,40.51,3,11,2023,0
2023-11-17,48,4,43710.28,149.33,95.46,6.62,0.79,0.0,44,0.3667,0.0833,54.76,4,11,2023,0
2023-11-18,51,17,37388.01,154.7,107.06,7.71,0.71,0.0,34,0.2833,0.3333,43.83,5,11,2023,1
2023-11-19,47,13,35011.51,158.41,76.85,5.89,0.62,0.0,34,0.2833,0.2766,44.88,6,11,2023,1
2023-11-20,41,9,29936.12,152.05,86.66,6.29,0.85,0.0,32,0.2667,0.2195,40.55,0,11,2023,0
2023-11-21,51,12,45217.46,147.34,72.53,7.35,0.78,0.0,39,0.325,0.2353,47.89,1,11,2023,0
2023-11-22,34,7,23192.24,142.89,126.44,6.26,0.76,0.0,27,0.225,0.2059,32.15,2,11,2023,0
2023-11-23,52,11,39767.82,149.49,64.75,6.12,1.02,0.0,41,0.3417,0.2115,51.08,3,11,2023,0
2023-11-24,39,10,31927.149999999998,197.05,88.49,5.67,0.85,0.0,29,0.2417,0.2564,47.63,4,11,2023,0
2023-11-25,48,17,41002.33,188.21,75.12,6.35,0.73,0.0,31,0.2583,0.3542,48.61,5,11,2023,1
2023-11-26,43,6,38584.14,185.88,67.95,6.0,0.84,0.0,37,0.3083,0.1395,57.31,6,11,2023,1
2023-11-27,53,16,29971.92,142.88,74.98,5.75,0.85,0.0,37,0.3083,0.3019,44.05,0,11,2023,0
2023-11-28,38,14,17475.39,167.83,62.39,5.26,0.87,0.0,24,0.2,0.3684,33.57,1,11,2023,0
2023-11-29,32,7,21959.41,141.53,64.22,6.91,0.91,0.0,25,0.2083,0.2188,29.48,2,11,2023,0
2023-11-30,42,17,24810.2,158.16,93.29,6.67,0.69,0.0,25,0.2083,0.4048,32.94,3,11,2023,0
2023-12-01,36,10,24119.65,161.74,96.42,5.67,0.78,0.0,26,0.2167,0.2778,35.05,4,12,2023,0
2023-12-02,31,9,28545.26,164.92,105.84,7.45,1.03,0.0,22,0.1833,0.2903,30.23,5,12,2023,1
2023-12-03,42,10,25804.7,142.35,70.64,5.57,0.81,0.0,32,0.2667,0.2381,37.96,6,12,2023,1
2023-12-04,32,16,15233.79,157.14,72.06,5.91,1.16,0.0,16,0.1333,0.5,20.95,0,12,2023,0
2023-12-05,41,10,31655.78,157.04,63.63,6.59,0.68,0.0,31,0.2583,0.2439,40.56,1,12,2023,0
2023-12-06,40,11,38932.25,201.73,105.2,5.72,0.45,0.0,29,0.2417,0.275,48.76,2,12,2023,0
2023-12-07,28,5,17049.6,138.27,43.86,5.46,1.11,0.0,23,0.1917,0.1786,26.51,3,12,2023,0
2023-12-08,33,8,23055.43,142.58,72.36,6.55,1.0,0.0,25,0.2083,0.2424,29.7,4,12,2023,0
2023-12-09,47,11,33963.04,152.02,75.45,6.4,1.0,0.0,36,0.3,0.234,45.61,5,12,2023,1
2023-12-10,56,13,48034.27,167.18,90.27,6.93,0.91,0.0,43,0.3583,0.2321,59.9,6,12,2023,1
2023-12-11,39,10,26024.38,142.53,118.33,6.64,1.03,0.0,29,0.2417,0.2564,34.45,0,12,2023,0
2023-12-12,37,13,22509.92,140.9,63.27,6.78,0.86,0.0,24,0.2,0.3514,28.18,1,12,2023,0
2023-12-13,29,4,23367.88,158.27,45.38,5.97,0.86,0.0,25,0.2083,0.1379,32.97,2,12,2023,0
2023-12-14,35,9,23875.93,158.34,65.89,6.09,0.46,0.0,26,0.2167,0.2571,34.31,3,12,2023,0
2023-12-15,39,10,30471.18,153.78,89.46,6.67,0.62,0.0,29,0.2417,0.2564,37.17,4,12,2023,0
2023-12-16,37,10,25438.18,154.45,65.46,6.32,0.57,0.0,27,0.225,0.2703,34.75,5,12,2023,1
2023-12-17,40,9,25941.51,156.42,73.32,5.42,0.57,0.0,31,0.2583,0.225,40.4,6,12,2023,1
2023-12-18,27,8,19126.93,143.69,117.85,5.93,1.0,0.0,19,0.1583,0.2963,22.75,0,12,2023,0
2023-12-19,39,12,31708.96,159.08,108.9,7.13,0.67,0.0,27,0.225,0.3077,35.79,1,12,2023,0
2023-12-20,45,14,31176.09,151.19,64.53,7.16,0.84,0.0,31,0.2583,0.3111,39.05,2,12,2023,0
2023-12-21,39,5,35331.75,143.83,79.59,7.31,0.97,0.0,34,0.2833,0.1282,40.75,3,12,2023,0
2023-12-22,37,9,28839.92,145.4,104.68,7.51,0.73,0.0,28,0.2333,0.2432,33.92,4,12,2023,0
2023-12-23,39,10,37628.29,170.74,55.0,7.05,1.0,0.0,29,0.2417,0.2564,41.27,5,12,2023,1
2023-12-24,34,8,34325.62,218.57,64.59,5.65,0.82,0.0,26,0.2167,0.2353,47.36,6,12,2023,1
2023-12-25,35,6,25394.48,131.93,69.03,6.31,0.91,0.0,29,0.2417,0.1714,31.89,0,12,2023,0
2023-12-26,28,6,18652.48,140.66,71.75,6.46,0.68,0.0,22,0.1833,0.2143,25.78,1,12,2023,0
2023-12-27,33,10,25795.46,158.33,66.94,7.03,0.61,0.0,23,0.1917,0.303,30.35,2,12,2023,0
2023-12-28,37,8,27203.63,147.04,87.65,7.14,0.86,0.0,29,0.2417,0.2162,35.54,3,12,2023,0
2023-12-29,43,7,46815.63,181.01,110.42,6.26,0.51,0.0,36,0.3,0.1628,54.3,4,12,2023,0
2023-12-30,35,6,25434.6,144.62,94.49,6.34,0.66,0.0,29,0.2417,0.1714,34.95,5,12,2023,1
2023-12-31,32,7,23916.51,132.11,70.5,7.78,0.84,0.0,25,0.2083,0.2188,27.52,6,12,2023,1
2024-01-01,17,3,16182.720000000001,154.14,60.24,7.82,0.76,0.0,14,0.1167,0.1765,17.99,0,1,2024,0
2024-01-02,15,4,9267.54,152.98,53.33,5.4,0.4,0.0,11,0.0917,0.2667,14.03,1,1,2024,0
2024-01-03,16,5,10035.13,119.38,105.0,6.38,1.0,0.0,11,0.0917,0.3125,10.95,2,1,2024,0
2024-01-04,18,3,13025.81,132.41,98.44,6.89,0.61,0.0,15,0.125,0.1667,16.55,3,1,2024,0
2024-01-05,16,3,8769.539999999999,140.05,55.81,5.44,0.75,0.0,13,0.1083,0.1875,15.17,4,1,2024,0
2024-01-06,18,6,11704.85,144.42,93.83,6.89,1.06,0.0,12,0.1,0.3333,14.44,5,1,2024,1
2024-01-07,17,3,15331.06,147.85,74.47,7.24,0.41,0.0,14,0.1167,0.1765,17.25,6,1,2024,1
2024-01-08,24,4,24590.52,152.85,60.17,7.75,0.79,0.0,20,0.1667,0.1667,25.48,0,1,2024,0
2024-01-09,24,4,21692.31,154.53,70.12,6.38,0.83,0.0,20,0.1667,0.1667,25.76,1,1,2024,0
2024-01-10,25,4,16277.94,136.36,92.48,6.16,0.52,0.0,21,0.175,0.16,23.86,2,1,2024,0
2024-01-11,20,5,13196.210000000001,150.34,147.6,6.3,0.9,0.0,15,0.125,0.25,18.79,3,1,2024,0
2024-01-12,26,4,18764.05,127.34,83.69,6.54,1.12,0.0,22,0.1833,0.1538,23.34,4,1,2024,0
2024-01-13,18,5,15512.289999999999,169.67,54.61,7.11,0.78,0.0,13,0.1083,0.2778,18.38,5,1,2024,1
2024-01-14,27,7,16326.49,146.2,76.78,6.0,0.52,0.0,20,0.1667,0.2593,24.37,6,1,2024,1
2024-01-15,23,3,24673.07,149.62,158.09,8.0,0.96,0.0,20,0.1667,0.1304,24.94,0,1,2024,0
2024-01-16,11,4,8250.36,156.38,69.09,7.0,0.73,0.0,7,0.0583,0.3636,9.12,1,1,2024,0
2024-01-17,18,2,21372.239999999998,201.24,56.0,6.0,0.94,0.0,16,0.1333,0.1111,26.83,2,1,2024,0
2024-01-18,21,5,14411.09,111.71,61.67,6.95,1.0,0.0,16,0.1333,0.2381,14.89,3,1,2024,0
2024-01-19,23,7,14679.78,142.32,178.35,6.83,0.7,0.0,16,0.1333,0.3043,18.97,4,1,2024,0
2024-01-20,32,8,16333.09,128.19,163.91,5.5,0.72,0.0,24,0.2,0.25,25.64,5,1,2024,1
2024-01-21,19,4,16922.07,179.95,59.11,6.89,0.63,0.0,15,0.125,0.2105,22.49,6,1,2024,1
2024-01-22,22,3,11895.35,144.05,49.45,4.68,0.5,0.0,19,0.1583,0.1364,22.8,0,1,2024,0
2024-01-23,17,8,9545.65,156.6,82.06,6.24,0.88,0.0,9,0.075,0.4706,11.74,1,1,2024,0
2024-01-24,18,1,14683.039999999999,141.89,58.0,5.83,0.5,0.0,17,0.1417,0.0556,20.11,2,1,2024,0
2024-01-25,12,2,11938.78,147.69,38.25,8.5,0.25,0.0,10,0.0833,0.1667,12.3,3,1,2024,0
2024-01-26,13,3,7831.57,124.38,71.08,6.0,0.62,0.0,10,0.0833,0.2308,10.36,4,1,2024,0
2024-01-27,16,6,12417.92,163.07,73.75,7.31,0.69,0.0,10,0.0833,0.375,13.58,5,1,2024,1
2024-01-28,23,7,38102.439999999995,246.8,72.83,6.7,1.0,0.0,16,0.1333,0.3043,32.9,6,1,2024,1
2024-01-29,19,4,14542.3,155.94,80.21,6.16,0.47,0.0,15,0.125,0.2105,19.49,0,1,2024,0
2024-01-30,18,5,10332.56,213.59,60.39,5.28,0.78,0.0,13,0.1083,0.2778,23.13,1,1,2024,0
2024-01-31,25,8,16769.58,148.1,83.64,7.64,0.64,0.0,17,0.1417,0.32,20.99,2,1,2024,0
2024-02-01,10,2,5664.5599999999995,137.49,48.7,5.2,0.9,0.0,8,0.0667,0.2,9.17,3,2,2024,0
2024-02-02,9,2,8259.85,135.28,56.89,8.0,0.33,0.0,7,0.0583,0.2222,7.89,4,2,2024,0
2024-02-03,12,2,9766.4,133.9,64.67,8.0,0.58,0.0,10,0.0833,0.1667,11.15,5,2,2024,1
2024-02-04,8,0,10248.09,151.26,60.12,8.5,0.0,0.0,8,0.0667,0.0,10.09,6,2,2024,1
2024-02-05,14,2,8706.39,137.79,152.29,5.29,0.57,0.0,12,0.1,0.1429,13.78,0,2,2024,0
2024-02-06,16,3,8134.5599999999995,115.94,61.06,6.31,1.0,0.0,13,0.1083,0.1875,12.56,1,2,2024,0
2024-02-07,15,5,8596.2,131.95,67.53,7.4,0.67,0.0,10,0.0833,0.3333,10.99,2,2,2024,0
2024-02-08,16,7,9409.550000000001,134.86,67.88,6.5,1.06,0.0,9,0.075,0.4375,10.11,3,2,2024,0
2024-02-09,11,2,5832.88,140.32,47.0,5.91,0.64,0.0,9,0.075,0.1818,10.52,4,2,2024,0
2024-02-10,8,0,7326.91,135.57,95.12,6.12,1.0,0.0,8,0.0667,0.0,9.04,5,2,2024,1
2024-02-11,8,1,4381.3,127.46,60.75,4.88,1.12,0.0,7,0.0583,0.125,7.43,6,2,2024,1
2024-02-12,12,7,3484.19,131.69,46.08,7.33,0.58,0.0,5,0.0417,0.5833,5.49,0,2,2024,0
2024-02-13,9,1,7476.78,142.94,90.89,6.0,1.67,0.0,8,0.0667,0.1111,9.53,1,2,2024,0
2024-02-14,12,4,8762.539999999999,133.79,66.33,6.92,1.0,0.0,8,0.0667,0.3333,8.92,2,2,2024,0
2024-02-15,4,0,4859.5599999999995,147.45,56.25,7.75,0.75,0.0,4,0.0333,0.0,4.91,3,2,2024,0
2024-02-16,10,2,6668.29,130.43,38.6,5.4,0.5,0.0,8,0.0667,0.2,8.7,4,2,2024,0
2024-02-17,10,2,5734.75,149.4,55.5,6.0,0.9,0.0,8,0.0667,0.2,9.96,5,2,2024,1
2024-02-18,12,4,6373.54,132.29,30.33,5.67,0.17,0.0,8,0.0667,0.3333,8.82,6,2,2024,1
2024-02-19,5,3,2644.87,156.2,50.4,6.8,0.0,0.0,2,0.0167,0.6,2.61,0,2,2024,0
2024-02-20,11,3,5959.61,118.47,77.27,7.27,1.0,0.0,8,0.0667,0.2727,7.9,1,2,2024,0
2024-02-21,9,1,9865.42,144.62,83.22,8.44,1.0,0.0,8,0.0667,0.1111,9.65,2,2,2024,0
2024-02-22,11,4,6391.41,114.0,124.91,6.64,0.91,0.0,7,0.0583,0.3636,6.65,3,2,2024,0
2024-02-23,9,1,9971.97,129.86,55.56,8.56,1.44,0.0,8,0.0667,0.1111,8.66,4,2,2024,0
2024-02-24,15,0,16019.19,150.57,94.07,6.8,1.47,0.0,15,0.125,0.0,18.82,5,2,2024,1
2024-02-25,6,3,3036.9,110.72,321.5,8.67,1.83,0.0,3,0.025,0.5,2.77,6,2,2024,1
2024-02-26,7,1,5804.73,159.67,54.71,5.14,0.57,0.0,6,0.05,0.1429,7.98,0,2,2024,0
2024-02-27,12,3,8479.1,133.96,77.42,6.25,0.33,0.0,9,0.075,0.25,10.05,1,2,2024,0
2024-02-28,8,2,4039.13,89.61,32.0,7.38,0.88,0.0,6,0.05,0.25,4.48,2,2,2024,0
2024-02-29,10,4,5306.74,150.19,99.5,6.8,0.2,0.0,6,0.05,0.4,7.51,3,2,2024,0
2024-03-01,8,1,6782.08,124.86,84.25,6.62,0.88,0.0,7,0.0583,0.125,7.28,4,3,2024,0
2024-03-02,5,1,4217.01,160.24,52.4,7.8,0.8,0.0,4,0.0333,0.2,5.34,5,3,2024,1
2024-03-03,7,2,4853.13,142.4,65.86,7.43,1.0,0.0,5,0.0417,0.2857,5.94,6,3,2024,1
