ds,temperature_c,precipitation_mm,local_events,holiday_flag,competitor_adr,cpi_yoy,consumer_confidence,search_trend
2022-04-05,21.9,5.6,0,0,115.29,8.13,82.7,69.7
2022-04-06,23.7,4.2,0,0,160.21,8.18,79.3,71.6
2022-04-07,25.3,2.5,0,0,130.47,8.04,81.4,70.6
2022-04-08,24.2,2.1,0,0,99.23,7.96,77.8,75.8
2022-04-09,22.6,1.9,0,0,130.62,7.76,82.2,75.3
2022-04-10,23.8,2.2,0,1,112.28,8.35,80.2,75.9
2022-04-11,22.5,22.8,0,1,127.09,7.4,79.6,72.5
2022-04-12,22.7,1.9,0,0,116.06,7.99,79.5,69.6
2022-04-13,22.7,1.1,0,0,261.94,7.72,78.9,78.0
2022-04-14,25.4,2.1,0,0,130.98,8.06,81.1,78.5
2022-04-15,24.2,4.7,0,0,113.68,8.32,81.6,75.9
2022-04-16,25.4,1.4,0,0,163.09,7.93,81.6,61.8
2022-04-17,26.3,3.4,0,0,126.58,8.24,81.1,72.4
2022-04-18,23.0,1.5,1,0,149.48,8.73,80.6,72.6
2022-04-19,22.2,0.1,0,0,391.97,8.54,79.7,80.0
2022-04-20,23.2,2.2,0,0,124.59,8.43,78.8,71.0
2022-04-21,25.5,1.8,0,0,93.91,7.95,79.4,66.9
2022-04-22,26.8,4.0,0,0,105.73,7.79,78.7,76.6
2022-04-23,24.1,1.4,0,0,116.62,8.26,77.9,67.3
2022-04-24,26.2,1.2,0,0,108.55,7.92,80.3,69.6
2022-04-25,23.2,0.8,0,1,135.81,8.14,82.9,78.9
2022-04-26,24.2,0.4,0,0,179.28,8.03,79.1,74.8
2022-04-27,27.0,1.8,0,0,113.21,7.8,80.8,83.0
2022-04-28,24.4,5.8,0,0,123.53,8.07,78.3,83.8
2022-04-29,25.5,2.6,0,0,143.53,7.96,82.8,91.9
2022-04-30,25.4,5.6,0,0,109.71,7.69,82.4,79.3
2022-05-01,24.4,0.3,0,1,158.42,8.1,81.3,76.2
2022-05-02,24.3,2.0,0,0,126.84,8.17,81.8,79.3
2022-05-03,24.4,0.1,1,0,131.85,7.38,84.3,76.4
2022-05-04,25.7,0.1,0,0,150.12,8.2,78.0,86.9
2022-05-05,24.7,0.4,0,0,240.46,8.02,83.1,77.4
2022-05-06,26.1,0.1,0,0,115.76,8.54,82.9,83.7
2022-05-07,24.9,0.0,0,0,154.32,7.84,81.7,73.9
2022-05-08,27.5,0.5,0,0,145.9,8.47,81.7,85.8
2022-05-09,24.7,1.6,1,0,110.44,7.57,82.5,83.4
2022-05-10,25.1,5.0,1,0,98.76,8.02,81.8,85.7
2022-05-11,22.3,0.4,0,0,163.85,8.74,79.1,76.9
2022-05-12,26.0,0.6,0,0,156.01,8.18,81.7,85.9
2022-05-13,22.9,3.9,0,0,121.84,7.52,78.6,85.0
2022-05-14,25.9,3.1,0,0,104.24,7.79,82.0,83.1
2022-05-15,26.8,6.2,0,0,148.98,8.18,82.8,72.1
2022-05-16,27.5,1.2,0,0,144.74,8.65,84.2,83.8
2022-05-17,26.3,0.4,0,0,202.36,8.45,84.6,89.1
2022-05-18,27.8,2.0,0,0,146.01,7.83,79.1,90.7
2022-05-19,28.5,3.3,1,0,129.32,8.04,81.5,87.2
2022-05-20,26.1,0.5,1,0,193.68,7.51,79.4,84.8
2022-05-21,27.2,0.1,0,0,132.54,7.82,80.7,83.6
2022-05-22,29.0,2.3,0,0,120.67,8.45,83.5,82.4
2022-05-23,27.5,0.2,0,0,231.19,8.2,85.0,91.0
2022-05-24,26.6,0.2,0,0,128.35,7.94,77.4,80.4
2022-05-25,25.6,2.0,0,0,135.12,8.11,81.0,82.7
2022-05-26,27.9,0.3,0,0,122.76,8.46,83.2,90.3
2022-05-27,26.7,0.7,0,0,125.27,7.9,80.5,88.3
2022-05-28,27.6,4.2,1,0,127.54,7.73,82.8,81.3
2022-05-29,26.7,0.0,0,0,131.93,8.59,83.4,82.9
2022-05-30,23.5,0.6,0,0,111.11,8.54,83.5,88.6
2022-05-31,27.1,1.1,0,0,115.83,7.96,80.0,87.2
2022-06-01,24.6,1.4,1,0,136.19,8.54,83.2,77.9
2022-06-02,28.4,4.4,0,0,118.14,7.87,84.2,82.7
2022-06-03,25.9,0.4,0,0,144.24,8.52,83.4,82.5
2022-06-04,27.4,2.2,0,0,196.94,8.29,85.3,96.5
2022-06-05,28.1,0.7,0,0,133.73,7.62,83.9,88.8
2022-06-06,28.5,0.5,0,0,146.33,8.43,85.9,91.1
2022-06-07,25.2,0.0,0,0,119.47,7.93,83.3,86.2
2022-06-08,29.0,3.4,0,0,134.62,7.72,83.7,90.3
2022-06-09,25.4,0.1,0,0,143.8,7.63,82.7,87.1
2022-06-10,26.9,0.0,0,1,152.88,8.14,83.2,85.8
2022-06-11,28.9,4.6,0,0,127.38,8.25,85.7,78.6
2022-06-12,27.5,0.2,0,0,148.37,8.05,80.7,89.8
2022-06-13,26.1,0.6,0,0,147.67,8.54,78.1,90.9
2022-06-14,26.8,0.8,0,0,153.8,8.2,87.2,83.2
2022-06-15,32.6,1.5,0,0,145.17,7.92,82.3,89.3
2022-06-16,29.1,0.1,0,0,143.88,8.43,82.4,87.5
2022-06-17,29.4,0.4,1,0,165.03,8.09,85.8,90.4
2022-06-18,24.8,1.4,0,0,159.72,8.28,82.7,93.3
2022-06-19,27.4,1.5,0,0,145.29,7.88,84.5,85.8
2022-06-20,29.1,3.7,0,0,136.9,8.36,83.5,85.4
2022-06-21,30.9,0.7,0,0,140.41,7.96,84.9,88.6
2022-06-22,27.8,1.0,0,0,158.76,7.97,82.4,100.0
2022-06-23,25.6,0.1,0,0,183.48,8.76,81.2,91.1
2022-06-24,26.9,0.4,0,0,132.04,7.87,82.4,93.0
2022-06-25,28.5,0.5,0,0,150.5,7.92,84.5,84.0
2022-06-26,26.2,1.6,0,0,140.96,8.13,83.0,83.8
2022-06-27,28.1,0.2,0,0,210.82,8.14,84.7,86.2
2022-06-28,27.0,0.4,0,0,202.46,8.69,86.2,89.2
2022-06-29,26.5,1.4,0,0,136.96,7.65,85.3,85.1
2022-06-30,27.7,0.6,0,0,133.34,7.83,83.1,84.5
2022-07-01,29.8,0.9,1,0,123.19,8.31,81.1,94.8
2022-07-02,28.4,0.1,0,0,125.36,8.6,83.6,84.9
2022-07-03,24.0,1.8,0,0,126.81,8.18,85.8,87.8
2022-07-04,29.0,3.1,0,0,119.27,8.5,86.0,87.8
2022-07-05,25.1,0.4,1,0,130.11,8.25,87.6,82.0
2022-07-06,29.3,0.6,0,0,114.94,7.79,86.0,92.2
2022-07-07,27.7,3.4,0,0,110.79,7.87,85.8,85.2
2022-07-08,25.7,2.2,0,0,145.78,8.14,86.0,94.4
2022-07-09,27.4,1.1,0,0,158.79,7.74,84.7,87.8
2022-07-10,26.5,0.3,0,0,140.26,8.37,82.7,93.3
2022-07-11,24.4,1.5,0,0,143.92,8.55,84.9,89.8
2022-07-12,25.2,0.2,0,0,121.27,7.84,85.8,96.0
2022-07-13,24.6,2.0,0,0,154.58,8.08,86.9,84.9
2022-07-14,28.6,0.0,0,0,129.06,7.79,86.4,87.8
2022-07-15,26.7,0.3,0,0,120.19,8.36,85.6,83.2
2022-07-16,27.0,1.2,0,0,139.38,7.9,87.1,85.8
2022-07-17,29.0,2.6,1,0,177.93,8.25,84.5,97.7
2022-07-18,28.4,0.4,0,0,148.83,7.86,91.0,95.1
2022-07-19,26.3,0.7,0,0,149.43,8.46,85.3,84.1
2022-07-20,24.6,0.2,0,0,149.54,7.64,83.4,86.3
2022-07-21,26.0,2.1,0,0,114.43,7.56,83.4,85.8
2022-07-22,28.3,0.2,1,0,144.22,8.49,83.2,85.6
2022-07-23,28.2,0.2,0,0,161.48,8.39,84.3,80.6
2022-07-24,26.4,0.1,0,0,129.76,8.32,89.1,88.9
2022-07-25,24.9,0.5,0,0,150.66,7.8,89.9,88.3
2022-07-26,24.2,1.1,0,0,131.32,8.22,82.3,96.3
2022-07-27,28.8,1.4,1,0,143.55,7.73,85.6,86.8
2022-07-28,25.5,0.4,0,0,166.8,7.74,83.9,89.3
2022-07-29,27.1,6.9,0,0,154.25,7.98,86.0,88.8
2022-07-30,27.7,0.2,1,0,152.52,7.87,84.2,85.2
2022-07-31,26.7,0.5,0,0,153.59,8.39,84.6,90.1
2022-08-01,26.8,1.6,0,0,215.24,7.83,86.6,90.1
2022-08-02,26.9,4.6,0,0,143.21,8.22,85.9,80.8
2022-08-03,26.6,1.0,0,0,168.28,8.38,86.0,88.8
2022-08-04,23.6,2.1,0,0,142.62,7.93,84.0,86.6
2022-08-05,26.3,0.1,0,0,138.27,8.21,86.8,82.5
2022-08-06,25.2,0.2,0,0,183.91,7.98,86.9,85.2
2022-08-07,25.3,0.7,0,0,151.48,8.24,88.4,85.2
2022-08-08,24.9,0.2,1,0,113.08,7.65,87.0,98.9
2022-08-09,21.3,6.8,0,0,151.57,8.27,85.9,87.1
2022-08-10,25.3,1.1,0,0,135.91,8.18,82.6,83.9
2022-08-11,26.1,3.4,0,0,146.72,8.03,84.9,86.9
2022-08-12,29.6,1.6,1,0,143.03,8.18,84.6,83.5
2022-08-13,21.2,5.5,0,0,156.32,8.16,86.2,80.2
2022-08-14,26.1,0.7,1,0,140.62,8.11,84.3,87.0
2022-08-15,26.6,5.0,0,1,144.73,8.45,84.7,79.8
2022-08-16,23.1,0.4,1,0,160.34,8.22,85.8,89.5
2022-08-17,25.3,2.5,0,0,173.15,8.06,85.4,82.8
2022-08-18,24.0,0.0,0,0,188.1,8.02,86.6,82.5
2022-08-19,23.4,1.4,1,0,129.98,7.49,83.8,80.4
2022-08-20,25.2,0.1,1,0,149.01,8.03,87.5,81.3
2022-08-21,24.8,3.1,0,0,242.35,8.02,87.0,82.1
2022-08-22,22.9,0.4,0,0,115.46,7.88,81.9,74.6
2022-08-23,23.4,3.3,0,0,154.85,8.54,88.8,76.2
2022-08-24,24.0,1.9,0,0,146.76,8.71,87.2,74.4
2022-08-25,24.3,9.9,0,0,127.24,7.96,89.6,84.1
2022-08-26,24.1,0.6,0,0,129.67,7.87,86.3,72.2
2022-08-27,25.6,7.1,1,0,133.21,8.56,85.3,76.4
2022-08-28,22.6,0.0,1,0,129.4,8.07,87.3,78.0
2022-08-29,21.9,3.2,1,0,136.98,8.0,84.0,81.5
2022-08-30,22.6,0.4,0,0,126.41,8.54,84.6,76.0
2022-08-31,21.5,0.2,0,0,152.92,8.51,86.0,75.8
2022-09-01,24.5,7.6,1,0,128.82,7.58,84.1,82.6
2022-09-02,23.7,7.0,0,0,146.39,7.96,86.2,78.0
2022-09-03,23.2,4.4,0,0,170.43,8.27,88.6,73.3
2022-09-04,18.7,11.0,0,0,135.72,7.84,86.3,83.0
2022-09-05,22.5,1.7,0,0,163.4,7.88,86.6,79.4
2022-09-06,20.3,1.6,1,0,204.14,8.42,84.1,78.1
2022-09-07,19.9,5.5,0,0,117.79,8.09,84.5,70.6
2022-09-08,20.0,4.1,1,0,176.03,8.7,85.4,72.3
2022-09-09,18.6,3.5,0,0,169.11,8.24,86.1,76.3
2022-09-10,20.4,2.7,1,0,146.53,7.82,84.2,74.8
2022-09-11,19.8,4.0,0,0,149.27,8.05,86.6,66.1
2022-09-12,23.7,0.5,0,0,141.18,7.85,82.5,80.2
2022-09-13,20.4,0.6,1,0,128.42,8.24,86.2,71.4
2022-09-14,17.0,0.6,0,0,123.2,8.06,83.8,75.8
2022-09-15,19.2,11.8,0,0,172.91,8.45,84.4,70.2
2022-09-16,19.5,0.0,0,0,133.8,8.27,85.4,78.6
2022-09-17,21.2,4.0,0,0,171.04,8.15,87.6,66.2
2022-09-18,19.4,5.1,0,0,137.69,7.87,88.4,73.9
2022-09-19,21.2,0.4,0,0,154.72,8.31,87.0,65.6
2022-09-20,18.1,0.2,0,0,142.88,7.99,84.6,85.0
2022-09-21,19.1,6.4,0,0,126.25,7.77,84.2,72.2
2022-09-22,19.9,12.9,0,0,144.23,8.35,85.9,67.1
2022-09-23,15.9,0.7,0,0,130.34,7.85,89.4,76.2
2022-09-24,17.6,8.1,0,0,152.14,7.65,85.1,70.0
2022-09-25,19.3,14.0,0,0,197.28,8.0,82.9,75.0
2022-09-26,16.7,2.3,0,0,171.11,7.65,87.5,71.8
2022-09-27,16.2,4.9,0,0,201.33,7.71,85.6,75.8
2022-09-28,17.5,8.8,0,0,143.9,8.17,84.3,75.7
2022-09-29,22.0,3.8,0,0,135.81,8.18,83.9,69.3
2022-09-30,19.7,1.9,1,0,142.55,7.79,87.2,71.3
2022-10-01,17.6,2.2,0,0,157.74,8.64,86.9,60.3
2022-10-02,18.1,4.7,0,0,153.21,8.43,81.9,56.9
2022-10-03,17.9,1.3,0,0,165.35,7.77,82.6,68.4
2022-10-04,18.1,10.9,0,0,153.55,7.69,81.5,69.6
2022-10-05,17.3,3.4,0,1,149.31,8.27,81.2,61.3
2022-10-06,18.4,20.7,0,0,160.93,8.05,88.4,59.4
2022-10-07,17.5,1.2,0,0,162.74,7.69,84.1,68.3
2022-10-08,20.4,1.3,0,0,181.17,7.94,83.3,61.8
2022-10-09,17.6,1.0,0,0,162.56,8.21,83.8,65.9
2022-10-10,17.0,7.0,0,0,180.65,8.25,84.0,59.0
2022-10-11,16.0,3.6,0,0,131.27,8.31,85.4,73.1
2022-10-12,16.9,12.7,0,0,148.42,8.34,81.5,64.0
2022-10-13,16.8,0.2,1,0,144.02,7.92,83.3,69.7
2022-10-14,18.4,0.4,0,0,131.74,7.89,84.8,59.0
2022-10-15,17.6,6.6,1,0,154.39,7.87,84.0,63.6
2022-10-16,15.9,1.0,0,0,134.01,7.39,85.4,60.4
2022-10-17,14.2,6.6,0,0,148.33,7.86,86.1,71.1
2022-10-18,16.7,6.3,1,0,140.15,7.81,82.4,58.0
2022-10-19,17.2,2.4,0,0,142.64,8.07,82.3,61.9
2022-10-20,18.2,5.0,0,0,144.06,7.73,81.6,60.2
2022-10-21,15.7,16.6,0,0,134.72,7.91,84.3,69.7
2022-10-22,14.7,8.6,0,0,164.37,8.34,84.0,62.8
2022-10-23,15.8,18.3,0,0,181.31,8.19,84.9,56.3
2022-10-24,17.6,2.8,0,0,139.39,8.17,88.6,60.9
2022-10-25,15.0,2.6,0,0,134.25,8.19,86.5,69.1
2022-10-26,15.8,2.8,0,0,178.68,8.33,83.4,61.1
2022-10-27,15.8,28.6,0,0,169.99,8.12,84.0,57.9
2022-10-28,14.5,6.8,0,0,169.17,8.2,85.0,60.0
2022-10-29,15.7,1.9,0,0,143.42,8.29,81.7,55.8
2022-10-30,16.1,8.9,0,0,130.73,8.22,82.4,56.4
2022-10-31,16.0,6.6,0,0,159.3,8.18,84.4,65.7
2022-11-01,15.1,2.4,0,1,130.35,8.12,79.4,60.5
2022-11-02,14.7,15.6,1,0,179.94,7.91,81.5,54.3
2022-11-03,14.8,16.2,0,0,139.95,8.13,81.9,56.6
2022-11-04,14.5,4.5,0,0,152.13,8.28,85.2,55.6
2022-11-05,17.3,6.8,0,0,162.59,8.4,85.3,55.7
2022-11-06,16.7,3.1,0,0,141.42,8.0,83.7,64.1
2022-11-07,15.1,13.1,0,0,168.4,7.71,84.3,55.2
2022-11-08,11.9,44.8,0,0,130.17,8.51,79.3,54.8
2022-11-09,12.3,2.7,0,0,135.32,8.94,81.1,57.7
2022-11-10,12.6,1.4,0,0,131.77,8.24,82.1,54.8
2022-11-11,13.9,5.5,0,0,128.7,8.27,84.2,61.9
2022-11-12,10.5,1.0,0,0,185.12,8.11,85.9,55.7
2022-11-13,13.4,15.5,0,0,243.77,8.15,82.7,60.8
2022-11-14,16.4,9.7,0,0,148.5,7.71,82.8,49.7
2022-11-15,14.5,5.5,0,0,173.99,8.04,84.5,58.6
2022-11-16,14.8,6.1,0,0,140.06,8.25,82.6,56.3
2022-11-17,12.7,10.9,0,0,242.71,7.74,80.2,59.2
2022-11-18,14.1,7.3,0,0,188.36,7.93,82.8,56.3
2022-11-19,13.7,4.2,0,0,159.57,8.48,82.5,49.9
2022-11-20,12.1,13.0,0,0,165.63,8.18,85.4,47.5
2022-11-21,12.6,12.2,1,0,125.95,7.75,82.2,51.8
2022-11-22,10.6,10.5,0,0,160.47,8.23,82.1,58.4
2022-11-23,15.1,9.0,0,0,163.55,7.84,82.1,53.4
2022-11-24,13.9,2.3,0,0,141.04,7.76,84.0,55.0
2022-11-25,11.8,3.4,0,0,155.54,8.06,79.1,58.4
2022-11-26,12.2,6.1,0,0,142.78,8.14,82.4,58.0
2022-11-27,12.1,3.7,0,0,128.3,8.02,81.1,49.5
2022-11-28,10.5,2.0,0,0,141.51,8.2,81.0,54.5
2022-11-29,13.3,1.1,0,0,131.05,7.71,80.8,49.2
2022-11-30,12.3,1.4,1,0,140.23,8.61,80.6,56.6
2022-12-01,11.2,4.3,0,1,136.95,8.4,80.3,49.5
2022-12-02,10.6,9.3,0,0,142.54,8.68,78.7,45.2
2022-12-03,13.0,3.1,0,0,175.8,8.04,80.0,46.0
2022-12-04,12.6,4.8,0,0,180.28,8.57,80.8,48.1
2022-12-05,13.2,2.0,0,0,144.83,8.09,82.2,53.0
2022-12-06,12.4,7.1,0,0,124.72,8.05,79.8,55.6
2022-12-07,13.9,11.5,0,0,183.85,7.77,78.5,46.0
2022-12-08,11.3,17.3,0,1,180.87,8.32,78.6,45.3
2022-12-09,13.0,9.8,0,0,123.04,8.18,79.1,51.2
2022-12-10,11.2,19.7,0,0,159.28,8.52,79.2,51.8
2022-12-11,10.4,9.5,0,0,157.85,7.52,81.0,41.9
2022-12-12,11.8,16.0,0,0,118.22,8.1,78.5,48.7
2022-12-13,11.0,9.8,0,0,137.58,7.66,78.8,51.5
2022-12-14,10.6,12.7,0,0,146.06,8.37,78.8,49.6
2022-12-15,8.9,6.3,0,0,136.48,7.65,79.0,49.3
2022-12-16,12.4,1.1,0,0,112.04,8.34,81.2,49.2
2022-12-17,11.7,8.6,0,0,142.04,7.58,80.3,49.1
2022-12-18,10.1,0.8,0,0,205.91,7.97,80.1,49.2
2022-12-19,10.5,12.4,0,0,121.54,8.29,83.6,47.0
2022-12-20,13.0,18.5,0,0,174.57,8.33,79.0,45.9
2022-12-21,13.1,3.1,0,0,109.41,8.05,81.3,47.2
2022-12-22,14.0,28.6,0,0,113.35,7.81,81.5,44.2
2022-12-23,12.1,39.4,0,0,143.42,8.43,76.3,46.0
2022-12-24,12.2,10.5,0,0,128.53,7.93,77.1,52.2
2022-12-25,10.3,3.5,0,1,148.69,8.15,80.6,50.1
2022-12-26,11.2,5.8,0,0,136.45,8.08,80.8,56.8
2022-12-27,11.2,2.2,0,0,124.89,8.11,81.9,46.5
2022-12-28,14.4,14.1,0,0,161.48,8.5,77.7,43.3
2022-12-29,12.6,22.9,0,0,128.59,7.81,79.7,48.5
2022-12-30,13.0,2.0,0,0,155.12,8.29,81.7,52.3
2022-12-31,9.4,0.6,0,0,164.51,8.47,79.9,37.7
2023-01-01,12.0,0.9,1,1,144.17,5.7,90.7,50.0
2023-01-02,11.0,3.9,0,0,182.19,5.86,91.5,48.9
2023-01-03,15.2,4.6,1,0,156.93,5.14,92.6,58.6
2023-01-04,9.4,1.0,0,0,130.64,5.64,89.3,53.9
2023-01-05,10.5,23.5,0,0,146.53,5.16,87.8,58.0
2023-01-06,12.6,0.3,0,0,157.79,5.73,89.7,53.8
2023-01-07,13.8,7.3,0,0,137.95,5.67,92.0,47.0
2023-01-08,12.0,3.9,0,0,141.48,5.65,92.9,54.1
2023-01-09,13.6,9.5,0,0,155.26,4.91,91.1,55.7
2023-01-10,10.9,9.5,0,0,147.4,5.03,89.6,47.1
2023-01-11,14.5,1.3,0,0,155.37,5.32,90.9,53.5
2023-01-12,12.6,32.7,0,0,203.31,4.95,93.8,49.5
2023-01-13,12.8,11.0,1,0,127.46,5.6,90.3,52.5
2023-01-14,12.1,3.1,0,0,262.11,5.4,93.2,56.4
2023-01-15,14.1,11.7,0,0,203.07,5.28,92.6,54.3
2023-01-16,13.0,13.7,1,0,181.1,5.65,94.9,53.7
2023-01-17,14.3,6.8,0,0,121.75,5.23,88.2,52.2
2023-01-18,14.7,26.9,0,0,119.82,4.91,92.5,56.1
2023-01-19,13.8,18.8,0,0,130.31,5.15,91.7,45.7
2023-01-20,12.6,10.8,0,0,112.48,5.05,91.1,47.7
2023-01-21,12.9,6.3,0,0,158.4,5.47,91.8,52.9
2023-01-22,10.7,7.6,0,0,142.87,5.79,93.5,54.5
2023-01-23,12.9,6.8,0,0,178.71,5.26,92.1,55.9
2023-01-24,13.4,32.4,0,0,148.84,5.31,92.2,56.5
2023-01-25,15.7,1.5,0,0,125.08,5.45,88.9,58.1
2023-01-26,12.8,6.3,0,0,183.57,5.32,93.4,52.7
2023-01-27,14.8,0.8,0,0,150.08,5.94,90.6,60.6
2023-01-28,15.0,0.9,0,0,128.34,5.39,90.5,62.6
2023-01-29,13.8,2.8,0,0,129.14,5.41,90.1,62.7
2023-01-30,13.7,5.7,0,0,100.78,5.42,93.0,61.0
2023-01-31,14.0,11.6,0,0,128.9,5.58,91.8,64.5
2023-02-01,13.7,3.4,0,0,120.66,5.17,93.1,48.4
2023-02-02,14.2,1.1,0,0,122.51,5.68,92.5,53.2
2023-02-03,12.7,7.4,0,0,153.76,5.62,92.9,52.3
2023-02-04,14.9,14.4,0,0,159.89,5.88,88.7,60.9
2023-02-05,13.9,4.5,0,0,153.01,5.44,92.3,55.9
2023-02-06,15.6,7.0,0,0,140.08,5.17,91.1,55.0
2023-02-07,17.2,10.8,0,0,137.15,5.12,90.9,55.1
2023-02-08,15.4,3.9,0,0,133.22,5.33,89.8,56.5
2023-02-09,15.6,16.6,0,0,144.46,5.65,89.6,54.2
2023-02-10,15.7,4.3,0,0,117.77,5.65,91.0,52.3
2023-02-11,15.6,5.5,0,0,179.44,5.4,91.4,63.0
2023-02-12,16.7,3.3,0,0,148.99,5.53,87.9,61.9
2023-02-13,14.0,0.5,0,0,171.37,5.88,91.7,55.1
2023-02-14,13.1,17.3,0,0,113.85,5.96,89.3,60.4
2023-02-15,12.9,1.3,0,0,149.42,5.48,90.2,57.4
2023-02-16,16.9,15.4,0,0,124.48,5.26,92.6,55.5
2023-02-17,16.1,8.9,0,0,173.32,5.75,91.0,65.6
2023-02-18,17.9,3.1,1,0,128.45,5.62,92.7,49.2
2023-02-19,16.9,3.7,0,0,172.32,4.94,88.8,65.2
2023-02-20,15.6,3.3,0,0,139.3,6.0,90.8,64.4
2023-02-21,15.7,9.4,0,0,150.94,5.66,88.4,63.3
2023-02-22,15.0,6.9,0,0,97.41,5.26,89.5,52.7
2023-02-23,16.6,12.4,0,0,136.61,5.87,90.5,49.9
2023-02-24,17.7,13.3,0,0,132.19,5.06,93.3,65.5
2023-02-25,18.2,11.4,1,0,104.94,5.11,90.1,62.1
2023-02-26,18.1,0.9,0,0,134.16,5.51,94.0,61.4
2023-02-27,17.4,7.4,0,0,137.74,5.66,90.0,54.5
2023-02-28,12.4,16.7,0,0,128.95,5.44,90.4,64.6
2023-03-01,18.1,3.6,0,0,195.83,5.66,91.9,59.5
2023-03-02,14.3,12.5,0,0,128.97,5.65,92.2,65.5
2023-03-03,18.9,29.2,0,0,149.83,5.4,90.7,68.7
2023-03-04,18.5,1.9,0,0,247.72,5.17,90.8,63.3
2023-03-05,16.7,12.3,0,0,133.13,5.5,91.6,60.4
2023-03-06,17.1,3.1,0,0,146.22,4.92,89.5,66.3
2023-03-07,22.2,2.6,0,0,218.83,5.23,92.8,58.0
2023-03-08,18.5,7.8,0,0,107.24,5.44,94.0,68.2
2023-03-09,20.1,1.2,0,0,123.13,5.29,95.1,76.2
2023-03-10,17.5,0.6,0,0,92.28,5.28,93.3,52.9
2023-03-11,19.9,9.5,0,0,145.25,5.2,91.3,72.8
2023-03-12,17.6,2.1,0,0,139.76,5.47,90.2,59.8
2023-03-13,20.2,0.4,0,0,108.06,5.64,90.8,68.1
2023-03-14,20.0,11.4,0,0,131.09,5.31,93.3,68.0
2023-03-15,20.6,1.3,0,0,127.36,5.71,93.5,65.6
2023-03-16,20.3,0.5,0,0,185.95,5.39,90.3,69.9
2023-03-17,18.5,1.4,0,0,119.22,5.49,88.1,70.5
2023-03-18,17.4,12.7,0,0,131.54,4.95,93.1,59.3
2023-03-19,20.0,5.8,0,0,103.19,5.08,93.2,77.1
2023-03-20,18.4,0.5,0,0,105.97,5.23,92.4,66.4
2023-03-21,21.0,4.1,0,0,102.71,5.22,91.6,64.0
2023-03-22,18.3,3.3,0,0,119.07,5.3,94.4,73.0
2023-03-23,20.3,2.1,0,0,160.5,5.23,90.9,68.5
2023-03-24,18.8,0.2,0,0,130.24,5.11,91.7,71.8
2023-03-25,20.0,15.0,0,0,600.0,5.03,90.0,61.3
2023-03-26,22.0,1.3,0,0,119.3,5.72,91.8,71.8
2023-03-27,20.4,3.1,0,0,136.46,5.44,90.0,74.3
2023-03-28,21.7,6.4,1,0,108.25,5.41,93.7,78.4
2023-03-29,19.9,9.5,0,0,146.38,5.27,90.5,60.8
2023-03-30,18.5,0.4,0,0,122.37,5.17,95.1,70.5
2023-03-31,22.3,0.5,0,0,135.34,5.47,93.9,75.2
2023-04-01,20.7,3.2,0,0,187.5,5.29,94.3,60.9
2023-04-02,20.6,4.4,0,0,138.68,5.23,97.1,72.5
2023-04-03,17.7,0.8,0,0,145.88,5.99,95.0,70.7
2023-04-04,23.3,2.7,0,0,142.5,5.66,96.2,68.8
2023-04-05,22.3,1.1,0,0,97.26,5.43,93.1,69.8
2023-04-06,20.7,0.4,0,0,123.25,5.66,93.7,78.8
2023-04-07,23.4,0.2,0,0,138.52,5.58,90.8,74.4
2023-04-08,21.8,0.8,0,0,151.52,5.21,93.2,73.3
2023-04-09,24.8,1.6,0,0,133.13,5.13,92.3,79.0
2023-04-10,23.9,8.4,1,1,152.35,5.27,93.9,81.4
2023-04-11,23.8,0.5,0,1,144.25,5.2,93.1,74.7
2023-04-12,24.8,0.6,0,0,146.84,5.31,93.2,73.6
2023-04-13,23.0,1.4,0,0,141.56,5.65,96.7,71.3
2023-04-14,23.1,3.3,0,0,144.86,5.1,93.3,74.8
2023-04-15,19.8,5.6,0,0,126.46,5.32,95.1,88.7
2023-04-16,22.1,2.3,0,0,148.42,5.49,91.9,76.1
2023-04-17,24.0,5.9,0,0,115.11,5.38,94.7,85.6
2023-04-18,24.1,1.9,0,0,117.18,5.06,93.6,81.3
2023-04-19,24.8,1.3,0,0,80.18,6.38,93.5,75.1
2023-04-20,23.7,3.0,0,0,132.25,6.08,93.6,81.5
2023-04-21,22.6,0.2,0,0,117.22,5.03,94.4,73.0
2023-04-22,24.3,2.2,0,0,157.2,5.32,90.6,79.4
2023-04-23,24.0,0.3,0,0,109.62,5.59,91.0,92.3
2023-04-24,25.1,8.7,0,0,146.84,5.94,92.4,79.4
2023-04-25,26.0,28.4,0,1,111.46,4.93,93.1,74.7
2023-04-26,27.4,2.5,0,0,134.28,5.55,93.0,77.2
2023-04-27,22.7,0.3,0,0,150.44,5.58,94.4,83.3
2023-04-28,22.8,3.1,0,0,105.74,5.37,91.9,76.5
2023-04-29,25.6,0.4,1,0,144.87,5.47,92.4,83.5
2023-04-30,24.3,3.4,1,0,143.08,6.03,88.9,83.9
2023-05-01,25.4,3.4,0,1,146.11,5.46,93.7,78.4
2023-05-02,28.0,0.3,0,0,137.54,5.82,95.4,85.6
2023-05-03,23.7,1.6,0,0,139.22,4.95,93.2,80.0
2023-05-04,27.4,1.4,0,0,150.28,5.56,95.1,91.1
2023-05-05,25.5,1.1,0,0,139.65,5.37,92.6,71.4
2023-05-06,23.7,0.3,1,0,155.27,5.63,97.3,77.9
2023-05-07,27.3,0.3,0,0,151.52,5.41,95.6,82.2
